Query,Rank,Video,Score
What is data centers?,3,ZYuu8sWUQww,0.43882113695144653
What is data centers?,4,ywNjcATFmYU,0.4135822057723999
What is data centers?,5,j1PkkSddZcE,0.4052845537662506
What is stateless card?,1,Kf9qqv1kC0s,0.5795308947563171
What is stateless card?,2,QDiPjMWeVC0,0.527878999710083
What is stateless card?,3,fLwlslWLBsk,0.48194020986557007
What is stateless card?,4,jX33SSUwzAU,0.4734388589859009
What is stateless card?,5,gh0mpS5PG1A,0.39071404933929443
What is streaming service?,1,W8YLcfXNnZo,0.48466193675994873
What is streaming service?,2,Ko1_bJ44958,0.46618372201919556
What is streaming service?,3,Ewf1A8UwXW0,0.45400750637054443
What is streaming service?,4,_JAN0cHiNHw,0.4516449570655823
What is streaming service?,5,Ix4CLPCziQk,0.4496273398399353
What is microservices architecture?,1,E7kXoO9Z0NA,0.7252380847930908
What is microservices architecture?,2,o8J0Xfjwwe0,0.6739516258239746
What is microservices architecture?,3,_iqNjvaUVsM,0.6536710262298584
What is microservices architecture?,4,z9wuLNJdiqQ,0.6236847639083862
What is microservices architecture?,5,WS_u-_gnoVI,0.6176742315292358
What is data business?,1,IAbZJt7nY6E,0.5177639722824097
What is data business?,2,7G4g6B78zxM,0.5084865689277649
What is data business?,3,Gp_V4oEDrNo,0.3934130072593689
What is data business?,4,6HjrkSoeN2I,0.39172226190567017
What is data business?,5,WS_u-_gnoVI,0.389530748128891
What is testing agent?,1,Jj1-zb38Yfw,0.40989813208580017
What is testing agent?,2,WrUi-JjJHD8,0.3887289762496948
What is testing agent?,3,p5hA8rpCRXw,0.38325756788253784
What is testing agent?,4,MWv33xofJ40,0.34196531772613525
What is testing agent?,5,H48JzcLQs1c,0.3225947618484497
How does design patterns work?,1,NP7RmrHn1Q0,0.6132616400718689
How does design patterns work?,2,7qUVUFE4_Sc,0.6010391116142273
How does design patterns work?,3,USLwIwyWVIM,0.575459361076355
How does design patterns work?,4,126ALse1rWA,0.5462619066238403
How does design patterns work?,5,sVi4aDNIPWo,0.42800575494766235
What is etl tools?,1,KmOOoE3XO_o,0.5435656905174255
What is etl tools?,2,kqbPw03jw90,0.342827171087265
What is etl tools?,3,IAbZJt7nY6E,0.30419865250587463
What is etl tools?,4,6k6-OeWZTYY,0.29891663789749146
What is etl tools?,5,TRb9L-5bWgM,0.2974383234977722
What is netflixx architecture?,1,Ix4CLPCziQk,0.6729596853256226
What is netflixx architecture?,2,wIDh8MlkSoA,0.6581423282623291
What is netflixx architecture?,3,2G02p2izBEY,0.633608341217041
What is netflixx architecture?,4,W8YLcfXNnZo,0.6219830513000488
What is netflixx architecture?,5,Ko1_bJ44958,0.60359787940979
What is deployment strategy?,1,RThb3koc5DM,0.6839026212692261
What is deployment strategy?,2,mWCId6kSpj0,0.6172912120819092
What is deployment strategy?,3,unhCmG4NrUA,0.5672817826271057
What is deployment strategy?,4,H48JzcLQs1c,0.4946800470352173
What is deployment strategy?,5,AZoIWCZo3_c,0.48873475193977356
What is cqrs command?,1,q07BGZBDo7g,0.6166991591453552
What is cqrs command?,2,SvjdJoNPcHs,0.597162127494812
What is cqrs command?,3,13vkP6cVa4U,0.5458871126174927
What is cqrs command?,4,s7uk69rMHFQ,0.49094218015670776
What is cqrs command?,5,ID-_ic1fLkY,0.38391900062561035
What is domain youtube?,1,6bGvO18yAH0,0.650010347366333
What is domain youtube?,2,UpZWf1tH6K0,0.5286591053009033
What is domain youtube?,3,Lsd80uR9Shs,0.5109609961509705
What is domain youtube?,4,bJ9NnLLMQ78,0.4645976424217224
What is domain youtube?,5,wwKCURWnjto,0.4495851993560791
What is mcp ai?,1,if6OL6trunU,0.7589507102966309
What is mcp ai?,2,YypKPJ6pYMY,0.7468485832214355
What is mcp ai?,3,PS9kw4W52Gs,0.6790874004364014
What is mcp ai?,4,MI796yMnOF0,0.6435089111328125
What is mcp ai?,5,9UNPwGRNo_k,0.5996291041374207
How does git commit work?,1,HMoZ5cYzU4I,0.6769965887069702
How does git commit work?,2,E-CH3-VyVck,0.605387806892395
How does git commit work?,3,k7ZGcJdi_kI,0.5863968133926392
How does git commit work?,4,RlEDNgdNNs8,0.504203200340271
How does git commit work?,5,cjSjlHUmaBU,0.5034704804420471
How does open ai work?,1,Jj1-zb38Yfw,0.67098069190979
How does open ai work?,2,SYHqSAWQ4NY,0.6041886806488037
How does open ai work?,3,9UNPwGRNo_k,0.584380030632019
How does open ai work?,4,2bQc4VCXzcs,0.5800687670707703
How does open ai work?,5,voSYs_XDsog,0.5753370523452759
How does retrieval llm work?,1,DZLAJ67OP9s,0.46189236640930176
How does retrieval llm work?,2,8RWfE9eDWXI,0.42199158668518066
How does retrieval llm work?,3,OtccjevZ5uc,0.4077534079551697
How does retrieval llm work?,4,04K490hWRoQ,0.4067502021789551
How does retrieval llm work?,5,A7lWqZ9_XpI,0.3899190425872803
What is password hashing?,1,TuNvdQUVkto,0.5566643476486206
What is password hashing?,2,6Dq4Z8Nk1z8,0.43100833892822266
What is password hashing?,3,KuH55P6UgVc,0.4223303496837616
What is password hashing?,4,cG4FPks53AU,0.3748922348022461
What is password hashing?,5,GT0En1dGntY,0.35631370544433594
How does encoder work?,1,exP5T6IgQHs,0.5653156638145447
How does encoder work?,2,VUxXH4uo4AY,0.3737355172634125
How does encoder work?,3,RUuhax5r1RA,0.35441523790359497
How does encoder work?,4,iQ9arr3TTMA,0.34865638613700867
How does encoder work?,5,oKzXV0-0qHQ,0.33082133531570435
How does database service work?,1,DKQLhy9bgdk,0.6110128164291382
How does database service work?,2,q81-wDiJRN0,0.5968115329742432
How does database service work?,3,9yAFa60v7tE,0.5226408243179321
How does database service work?,4,YrCjrJLON6g,0.5089325308799744
How does database service work?,5,WS_u-_gnoVI,0.49193793535232544
Explain retry mechanism,1,_6yM3B4F4xE,0.6516236662864685
Explain retry mechanism,2,S3nq_Iq4eMI,0.4992193579673767
Explain retry mechanism,3,2LCyDvx7iIE,0.421148419380188
Explain retry mechanism,4,4SWwWIpi3E4,0.40886232256889343
Explain retry mechanism,5,OmASCUJEVy8,0.3831248879432678
Explain sql joints,1,cY4pVLpjL3g,0.7934365272521973
Explain sql joints,2,7_JNpi-phTg,0.6373966336250305
Explain sql joints,3,wZgNO_ZIf40,0.6242871284484863
Explain sql joints,4,gRuI6HzyuPY,0.5723311901092529
Explain sql joints,5,NvWMwRLwYZQ,0.5443296432495117
How does services architectural work?,1,WS_u-_gnoVI,0.688610851764679
How does services architectural work?,2,kphfRALgT7k,0.6513203978538513
How does services architectural work?,3,o8J0Xfjwwe0,0.6481240391731262
How does services architectural work?,4,E7kXoO9Z0NA,0.6468703746795654
How does services architectural work?,5,LsHa1o9JN-k,0.6200509071350098
How does feature flags work?,1,vLcrN75Kj8A,0.7387453317642212
How does feature flags work?,2,unhCmG4NrUA,0.4392627477645874
How does feature flags work?,3,QPVH19td8ME,0.40666860342025757
How does feature flags work?,4,NlnIJKdetvE,0.3504805564880371
How does feature flags work?,5,GQXn_1HONBY,0.3456761837005615
How does load balancer work?,1,dUO4ayAAnqQ,0.7739994525909424
How does load balancer work?,2,06VI0JVZC04,0.7042493224143982
How does load balancer work?,3,uG7_0Zi5oVk,0.6964587569236755
How does load balancer work?,4,z29JlsK6nKc,0.6947116851806641
How does load balancer work?,5,EBTmNyqyacU,0.6796697378158569
What is domain driven?,1,sVi4aDNIPWo,0.6495020389556885
What is domain driven?,2,OJNh4byblYI,0.5726069808006287
What is domain driven?,3,eDpXY6KJiY8,0.56368088722229
What is domain driven?,4,8SPVfacnFvM,0.5530467629432678
What is domain driven?,5,6bGvO18yAH0,0.4613145589828491
What is monolithic microservices?,1,E7kXoO9Z0NA,0.7162600755691528
What is monolithic microservices?,2,9-n5oJG4XMY,0.6636430025100708
What is monolithic microservices?,3,6DQzFUDkQB8,0.6605273485183716
What is monolithic microservices?,4,kphfRALgT7k,0.6264693737030029
What is monolithic microservices?,5,_iqNjvaUVsM,0.6254351139068604
Explain clusters use,1,pjWhtRtaJiA,0.7166342735290527
Explain clusters use,2,Et-dfMyW3qc,0.4846135377883911
Explain clusters use,3,cdm_9YLCNlU,0.43156301975250244
Explain clusters use,4,6k6-OeWZTYY,0.4274709224700928
Explain clusters use,5,7G4g6B78zxM,0.4080350399017334
Explain understanding jwts,1,0rcMDFU5P8w,0.8139275312423706
Explain understanding jwts,2,iB__rLXGsas,0.7228541970252991
Explain understanding jwts,3,xJA8tP74KD0,0.6440749168395996
Explain understanding jwts,4,fBSodN6BL3I,0.5846735835075378
Explain understanding jwts,5,3hrwFVLm7kc,0.4775165915489197
What is serverless compute?,1,gbf-DIpFFoI,0.7349092960357666
What is serverless compute?,2,C-CcuV1oMQI,0.5805321931838989
What is serverless compute?,3,6HjrkSoeN2I,0.5181593894958496
What is serverless compute?,4,jX33SSUwzAU,0.49202996492385864
What is serverless compute?,5,Kf9qqv1kC0s,0.4905818700790405
What is new microservice?,1,_iqNjvaUVsM,0.6393915414810181
What is new microservice?,2,EZctFC4daPw,0.5821712017059326
What is new microservice?,3,z9wuLNJdiqQ,0.5694065093994141
What is new microservice?,4,ecuEkmFs5Vk,0.562518298625946
What is new microservice?,5,o8J0Xfjwwe0,0.5603435039520264
How does dom document work?,1,7NyEmb13Ej0,0.8179687857627869
How does dom document work?,2,MPFeE4_veXE,0.7774337530136108
How does dom document work?,3,FruCVzHTzXE,0.3875930905342102
How does dom document work?,4,m-0p2BFAZvI,0.3863646984100342
How does dom document work?,5,6bGvO18yAH0,0.37072327733039856
How does tls transport work?,1,pOcHamIz7Ko,0.6510361433029175
How does tls transport work?,2,wpzeqAm9Fyo,0.5990378856658936
How does tls transport work?,3,uWmZZyaHFEY,0.5643880367279053
How does tls transport work?,4,3VbtQDFm8bM,0.559979259967804
How does tls transport work?,5,9AhzLGmp9V4,0.5435740947723389
Explain understanding gpus,1,iQ9arr3TTMA,0.6739765405654907
Explain understanding gpus,2,HJncmDD47kQ,0.6280927658081055
Explain understanding gpus,3,vWKmH0BvqQo,0.5913519859313965
Explain understanding gpus,4,JmVOEkskft4,0.442824125289917
Explain understanding gpus,5,3Lzubtz9SUY,0.3188375234603882
How does physical topology work?,1,QxfYZpE9ch8,0.7588791251182556
How does physical topology work?,2,4znRDbg0SYA,0.6036984920501709
How does physical topology work?,3,yBY5GJtmhg0,0.43995773792266846
How does physical topology work?,4,j-VASLQbDik,0.3499113917350769
How does physical topology work?,5,jQ6_XhsMwws,0.3091651201248169
Explain browser dns,1,Lsd80uR9Shs,0.7069084644317627
Explain browser dns,2,6bGvO18yAH0,0.6887595653533936
Explain browser dns,3,LN-FyvIgwKs,0.5614321231842041
Explain browser dns,4,PwNJXUdMkVY,0.5356740951538086
Explain browser dns,5,bJ9NnLLMQ78,0.5060285329818726
Explain probabilities,1,znuZRn94SQk,0.6406366229057312
Explain probabilities,2,Rhy6IDW4j3k,0.5179352760314941
Explain probabilities,3,LM3rwbVPyNc,0.30616068840026855
Explain probabilities,4,67Ekk-rM5dE,0.2757156491279602
Explain probabilities,5,7_JNpi-phTg,0.2723120152950287
What is workflows ai?,1,Jj1-zb38Yfw,0.6252866983413696
What is workflows ai?,2,SYHqSAWQ4NY,0.6063112616539001
What is workflows ai?,3,9UNPwGRNo_k,0.5673900842666626
What is workflows ai?,4,gen6KebHaNA,0.501299262046814
What is workflows ai?,5,PS9kw4W52Gs,0.4914699196815491
Explain payments world,1,hWQCiO04CXk,0.5939415693283081
Explain payments world,2,Vn8xa6mUocA,0.5806151628494263
Explain payments world,3,L2cYptW2ouw,0.535706639289856
Explain payments world,4,OYn5Be1skCs,0.5342779159545898
Explain payments world,5,M87WMpG4G78,0.5085767507553101
What is kubernetes api?,1,2b2jcfLMkfc,0.731758177280426
What is kubernetes api?,2,Dwufy7QtZR0,0.6759355664253235
What is kubernetes api?,3,0YCpmGZtTPs,0.632496178150177
What is kubernetes api?,4,Et-dfMyW3qc,0.6229503154754639
What is kubernetes api?,5,UnOpAr5jJbI,0.5712693333625793
How does secure headers work?,1,fFHl7psnvz0,0.6339919567108154
How does secure headers work?,2,4bQeGUzHpOE,0.604972243309021
How does secure headers work?,3,BQwKZ6zfyk0,0.45078569650650024
How does secure headers work?,4,E6jgEtj-UjI,0.4298012852668762
How does secure headers work?,5,pOcHamIz7Ko,0.4268254041671753
Explain tls certificate,1,pOcHamIz7Ko,0.6758975982666016
Explain tls certificate,2,wpzeqAm9Fyo,0.5894958972930908
Explain tls certificate,3,3VbtQDFm8bM,0.5842911601066589
Explain tls certificate,4,uWmZZyaHFEY,0.5550777912139893
Explain tls certificate,5,s_r8GlYpcT4,0.5480977296829224
Explain database app,1,Q9xD4J3tezw,0.5135214924812317
Explain database app,2,cY4pVLpjL3g,0.4983872175216675
Explain database app,3,fGmIjstlFMU,0.4901607632637024
Explain database app,4,vhQ_K9Hua-Q,0.4726523756980896
Explain database app,5,wZgNO_ZIf40,0.4715971350669861
Explain reverse proxy,1,1B1Hr-lM7jg,0.7663103938102722
Explain reverse proxy,2,scDqfwhXtx8,0.6992644667625427
Explain reverse proxy,3,2C-kLSYBfS4,0.6633310317993164
Explain reverse proxy,4,B5Il4OCjnn4,0.48383456468582153
Explain reverse proxy,5,6bGvO18yAH0,0.4499409794807434
What is https api?,1,BQwKZ6zfyk0,0.5375730991363525
What is https api?,2,YO9LnWD0Rck,0.5360915064811707
What is https api?,3,IiQS7zeUTU8,0.5280982255935669
What is https api?,4,fFHl7psnvz0,0.5171902775764465
What is https api?,5,s_r8GlYpcT4,0.51298588514328
How does spring boot work?,1,xYv3tBvJavM,0.7509863376617432
How does spring boot work?,2,zGSX5AqfKvU,0.6047474145889282
How does spring boot work?,3,me_FwTx3ZEw,0.5201674699783325
How does spring boot work?,4,GrYEX3NqPts,0.5138151049613953
How does spring boot work?,5,erD57pJxOw8,0.508419394493103
How does traditional database work?,1,Q9xD4J3tezw,0.603705108165741
How does traditional database work?,2,TPYBYSyDRH4,0.544357180595398
How does traditional database work?,3,wZgNO_ZIf40,0.5429056882858276
How does traditional database work?,4,NvWMwRLwYZQ,0.5337365865707397
How does traditional database work?,5,cY4pVLpjL3g,0.5104323625564575
Explain mobile apps,1,oyYnRVQvxv4,0.509531557559967
Explain mobile apps,2,DzHUtYQyHFs,0.4983446002006531
Explain mobile apps,3,HV5u-HjEFvY,0.4860022962093353
Explain mobile apps,4,t-tTh94NI78,0.46667957305908203
Explain mobile apps,5,fGmIjstlFMU,0.43580394983291626
What is mcp clients?,1,8PnVhLQTDoQ,0.5968954563140869
What is mcp clients?,2,if6OL6trunU,0.564330518245697
What is mcp clients?,3,YypKPJ6pYMY,0.5081745386123657
What is mcp clients?,4,PS9kw4W52Gs,0.4917682409286499
What is mcp clients?,5,MI796yMnOF0,0.41526395082473755
How does recommendation service work?,1,_JAN0cHiNHw,0.6448238492012024
How does recommendation service work?,2,9yAFa60v7tE,0.5054430961608887
How does recommendation service work?,3,B5Il4OCjnn4,0.44665104150772095
How does recommendation service work?,4,JMXh_6N9PAk,0.4355844259262085
How does recommendation service work?,5,i_-q6dT7l1U,0.4341386556625366
What is ai agent?,1,Jj1-zb38Yfw,0.7274037003517151
What is ai agent?,2,MWv33xofJ40,0.6914462447166443
What is ai agent?,3,9UNPwGRNo_k,0.6521344184875488
What is ai agent?,4,SYHqSAWQ4NY,0.6302996873855591
What is ai agent?,5,voSYs_XDsog,0.5282660722732544
What is quantum computer?,1,LM3rwbVPyNc,0.6617928147315979
What is quantum computer?,2,8afhcpiMh24,0.3888433873653412
What is quantum computer?,3,JmVOEkskft4,0.35174643993377686
What is quantum computer?,4,-QHsVHziSZQ,0.33264482021331787
What is quantum computer?,5,iwRaNYa8yTw,0.2976377010345459
What is diagram visually?,1,gRuI6HzyuPY,1.0348396301269531
What is diagram visually?,2,80_RUmj-4B0,1.0802289247512817
What is diagram visually?,3,4znRDbg0SYA,1.1033005714416504
What is diagram visually?,4,la0wPRCAiy0,1.113294005393982
What is diagram visually?,5,cY4pVLpjL3g,1.1267619132995605
Explain performance dns,1,Lsd80uR9Shs,0.8229959011077881
Explain performance dns,2,LN-FyvIgwKs,0.8418590426445007
Explain performance dns,3,bJ9NnLLMQ78,0.9463562965393066
Explain performance dns,4,6bGvO18yAH0,0.9551605582237244
Explain performance dns,5,xv0Be4QfkH0,0.9587497711181641
Explain benchmarks dragonfly,1,j1PkkSddZcE,0.9681007266044617
Explain benchmarks dragonfly,2,-QHsVHziSZQ,1.120280385017395
Explain benchmarks dragonfly,3,h125O5yvdg0,1.1665736436843872
Explain benchmarks dragonfly,4,KRwpzG7l4a0,1.1720640659332275
Explain benchmarks dragonfly,5,XYvQHjWJJTE,1.1806288957595825
How does processing stream work?,1,mG3xQb_-rV4,0.8301299810409546
How does processing stream work?,2,_acvJC3Smx4,0.9983420372009277
How does processing stream work?,3,3Lzubtz9SUY,1.0386313199996948
How does processing stream work?,4,os7KcmJvtN4,1.0391143560409546
How does processing stream work?,5,I6dpN0geIb4,1.0471882820129395
How does sql injection work?,1,cG4FPks53AU,0.7455077171325684
How does sql injection work?,2,WUBWIVCJLHI,0.7897223830223083
How does sql injection work?,3,ftMW4TtzDEk,0.8376728892326355
How does sql injection work?,4,mTJpFiPQZho,0.8702223300933838
How does sql injection work?,5,tb-hlGa71sk,0.9844411015510559
What is architecture sidecar?,1,sh2nwXJLDkE,0.9896308779716492
What is architecture sidecar?,2,FMxUYhYDiys,1.0414434671401978
What is architecture sidecar?,3,z9wuLNJdiqQ,1.0517923831939697
What is architecture sidecar?,4,uvlXQ4w-l94,1.0545684099197388
What is architecture sidecar?,5,fGmIjstlFMU,1.1098392009735107
What is apis harder?,1,qnXTTmPPiz0,0.9659583568572998
What is apis harder?,2,oyYnRVQvxv4,0.9780442118644714
What is apis harder?,3,HV5u-HjEFvY,1.0421795845031738
What is apis harder?,4,xJA8tP74KD0,1.0700736045837402
What is apis harder?,5,RSoy6zNamdM,1.0719753503799438
How does advantages fusionaut work?,1,t3HvCLYnrRY,0.996256411075592
How does advantages fusionaut work?,2,esw0GzYWUyw,1.128231406211853
How does advantages fusionaut work?,3,4ULlJEupV-I,1.1361854076385498
How does advantages fusionaut work?,4,7G4g6B78zxM,1.150194764137268
How does advantages fusionaut work?,5,vVMlEBMIdKo,1.1503039598464966
Explain legacy microservices,1,kphfRALgT7k,0.8212122917175293
Explain legacy microservices,2,_iqNjvaUVsM,0.8613224625587463
Explain legacy microservices,3,o8J0Xfjwwe0,0.8635619282722473
Explain legacy microservices,4,DpuQ3-7e-rY,0.8732181787490845
Explain legacy microservices,5,9-n5oJG4XMY,0.8813111186027527
What is structured apps?,1,fGmIjstlFMU,1.0384479761123657
What is structured apps?,2,7G4g6B78zxM,1.0437726974487305
What is structured apps?,3,oyYnRVQvxv4,1.0543678998947144
What is structured apps?,4,IAbZJt7nY6E,1.0573738813400269
What is structured apps?,5,WS_u-_gnoVI,1.0678553581237793
Explain monolithic architectures,1,E7kXoO9Z0NA,0.8819895386695862
Explain monolithic architectures,2,uvlXQ4w-l94,0.9044251441955566
Explain monolithic architectures,3,hTpEDdJDoI0,0.994455873966217
Explain monolithic architectures,4,fGmIjstlFMU,0.994536817073822
